id,zipcode,lot-len,lot-width,lot-area,house-area,garden-size,balcony,x-coor,y-coor,buildyear,bathrooms,taxvalue,retailvalue,energy-eff,monument
363659,3525,12.5,8.5,106.3,153,29.8,1,2250,5919,2004,2,697000,780000,1,0
363970,3500,18.6,8.2,152.5,147.6,54.1,1,2860,5960,2013,1,712000,732000,1,0
370170,3800,18.6,5.4,100.4,97.2,51.8,1,2861,5000,1929,1,469000,564000,0,1
370222,3528,11.1,5.9,65.5,132.75,12.4,1,2106,5064,1936,1,583000,788000,0,1
370474,3528,13.5,6.8,91.8,91.8,10.2,1,2354,5102,1937,1,441000,624000,0,1
370671,3528,13.6,6.1,83,137.25,9.8,0,2360,5157,1940,2,615000,829000,1,1
370947,3800,17.2,5.3,91.2,95.4,32.9,1,2719,5202,1939,1,455000,570000,0,1
371120,3800,16.1,6.5,104.7,117,33.2,1,2613,5263,1950,1,552000,708000,0,1
371149,3800,17.2,5.2,89.4,93.6,37.4,1,2716,5268,1954,1,446000,557000,0,0
371222,3528,11,9.6,105.6,216,9.6,0,2103,5308,1955,1,948000,1239000,0,1
371336,3800,16.6,6.2,102.9,139.5,28.5,1,2664,5306,1950,2,640000,794000,1,1
371576,3800,18.5,5.5,101.8,74.25,35.8,1,2852,5351,1954,1,378000,459000,1,0
371601,3528,10.2,11,112.2,148.5,13.2,2,2016,5406,1966,2,684000,889000,1,0
371991,3800,19.6,10.7,209.7,192.6,81.3,1,2962,5465,1966,1,938000,1062000,0,1
372328,3800,16,10.1,161.6,227.25,40.4,2,2600,5555,1974,2,1038000,1247000,1,1
372683,3525,14,8.3,116.2,112.05,16.6,2,2401,5656,1989,1,541000,669000,0,0
372886,3525,14.2,6.8,96.6,153,21.8,2,2419,5719,1993,1,689000,810000,0,0
372923,3500,16,9.3,148.8,167.4,37.2,1,2600,5707,1986,2,789000,921000,1,0
372986,3500,19.2,10.1,193.9,136.35,72.7,1,2918,5705,1986,1,701000,773000,0,0
373046,3525,12.2,7.8,95.2,140.4,9.4,0,2215,5752,1990,2,638000,753000,1,0
373083,3525,14.2,7,99.4,126,36.4,1,2417,5765,1997,1,584000,684000,0,0
373449,3525,12.1,8.3,100.4,112.05,9.1,0,2214,5867,2005,1,529000,609000,0,0
373520,3500,16,8.2,131.2,110.7,57.4,1,2602,5851,1999,1,548000,621000,0,0
373533,3500,16.6,6.8,112.9,91.8,38.1,1,2658,5851,2003,1,458000,514000,0,0
373590,3500,19.5,7.2,140.4,162,75.6,2,2954,5869,2001,2,760000,781000,1,0
373805,3525,10.1,7.6,76.8,102.6,7.6,0,2005,5966,2016,1,472000,518000,1,0
380063,3528,13,5.3,68.9,95.4,15.9,1,2301,5018,1929,1,437000,603000,0,1
380101,3800,15,5.4,81,121.5,16.2,2,2504,5013,1928,1,551000,718000,0,1
380135,3800,16.6,5.8,96.3,104.4,32.5,2,2659,5012,1925,1,495000,631000,0,1
380330,3800,16.6,6.5,107.9,117,29.9,1,2662,5060,1929,1,554000,708000,0,1
380335,3800,16.6,5.2,86.3,70.2,29.1,1,2663,5055,1928,1,350000,458000,1,1
380573,3800,18.6,5.9,109.7,132.75,50.7,2,2861,5108,1939,2,619000,736000,1,1
380718,3800,15.6,5,78,67.5,18,1,2556,5154,1936,1,332000,448000,1,1
380771,3800,18.7,5.1,95.4,91.8,34.2,1,2868,5157,1940,1,444000,533000,0,1
380863,3528,13,5.2,67.6,70.2,5.2,0,2302,5219,1946,1,335000,472000,1,0
380924,3800,16.1,6.6,106.3,148.5,33.7,2,2608,5219,1948,1,679000,862000,0,1
380936,3800,16.6,5.2,86.3,70.2,29.1,1,2664,5201,1942,1,350000,456000,1,0
381080,3528,14,5.1,71.4,68.85,15.3,1,2403,5263,1947,1,333000,457000,1,0
381086,3528,14.1,5.4,76.1,72.9,22.1,1,2409,5265,1946,1,352000,484000,1,0
381385,3800,19.1,5.1,97.4,68.85,36.2,1,2911,5315,1950,1,353000,422000,1,0
381494,3528,14.7,10,147,135,57,2,2466,5359,1956,1,658000,878000,0,1
381823,3525,11.1,8.3,92.1,149.4,8.3,0,2108,5468,1971,2,671000,855000,1,0
381902,3800,15.1,10.2,154,229.5,52,1,2510,5456,1968,2,1041000,1297000,1,1
382080,3525,14,10.8,151.2,194.4,32.4,2,2400,5502,1968,2,899000,1139000,1,1
382413,3525,10.6,9.4,99.6,211.5,9.4,0,2058,5604,1984,1,926000,1115000,0,0
382736,3500,16.6,10.4,172.6,187.2,58.2,1,2663,5663,1982,1,887000,1038000,0,1
382936,3500,16.6,9.3,154.4,125.55,61.4,1,2658,5707,1987,2,626000,736000,1,0
383262,3525,13.2,8.1,106.9,109.35,17.8,1,2317,5802,2001,1,523000,618000,0,0
383310,3500,15.6,6.9,107.6,93.15,45.5,1,2562,5802,2000,1,459000,532000,0,0
383451,3525,12.6,7.9,99.5,106.65,28.4,1,2257,5869,2007,1,506000,584000,1,0
383643,3525,12.1,6.9,83.5,93.15,14.5,1,2207,5909,2010,1,439000,499000,1,0
383750,3500,17.6,8.3,146.1,149.4,71.4,1,2756,5917,2007,2,714000,762000,1,0
383896,3525,14.5,6.5,94.3,146.25,35.8,2,2453,5960,2017,1,660000,719000,1,0
390040,3528,12.2,5.7,69.5,128.25,5.7,0,2218,5009,1923,1,569000,775000,0,1
390313,3800,15.6,5.5,85.8,74.25,25.3,1,2560,5066,1926,1,366000,492000,1,1
390394,3800,19.5,6.5,126.8,87.75,55.3,1,2954,5056,1933,1,452000,539000,1,1
390638,3528,11.5,5.6,64.4,126,5.6,0,2152,5168,1935,2,556000,756000,1,1
390701,3800,15.2,5.9,89.7,132.75,18.9,2,2517,5161,1936,1,603000,785000,0,1
390884,3528,14.1,6.9,97.3,93.15,14.5,1,2405,5207,1945,1,450000,626000,0,1
390995,3800,19.6,5.4,105.8,72.9,51.8,1,2956,5211,1949,1,376000,447000,1,0
391002,3528,10.1,6.6,66.7,148.5,7.3,0,2013,5263,1954,1,647000,837000,0,0
391409,3528,10,9.2,92,207,9.2,0,2001,5362,1955,2,902000,1141000,1,1
391722,3800,16.2,10.5,170.1,189,65.1,2,2619,5411,1960,1,892000,1117000,0,1
392452,3525,12.6,8.7,109.6,156.6,8.7,0,2260,5616,1984,2,714000,880000,1,0
392739,3500,16.7,10.8,180.4,145.8,83.2,1,2667,5655,1980,1,728000,868000,0,1
392837,3525,11.7,10.6,124,143.1,18,2,2167,5708,1984,1,672000,815000,0,0
392972,3500,18.6,7.1,132.1,159.75,46.9,1,2863,5716,1995,1,745000,815000,0,0
393058,3525,12.7,8.4,106.7,189,22.7,1,2269,5756,1996,2,841000,982000,1,0
393317,3500,15.7,7,109.9,157.5,25.9,2,2567,5803,1995,2,718000,811000,1,0
393754,3500,17.6,7.4,130.2,166.5,56.2,1,2761,5919,2009,2,770000,815000,1,0
393778,3500,18.6,7.1,132.1,159.75,61.1,2,2857,5904,2008,1,745000,776000,1,0
400721,3800,16,6.5,104,117,26,1,2603,5165,1944,1,551000,714000,0,1
400794,3800,19.5,6.5,126.8,146.25,68.3,2,2951,5156,1940,2,686000,794000,1,1
400902,3800,15.1,5.6,84.6,126,28.6,1,2506,5207,1943,2,572000,744000,1,1
400964,3800,18.1,6.7,121.3,150.75,47.6,1,2805,5200,1948,2,700000,845000,1,1
401017,3528,10.6,5.3,56.2,71.55,5.3,0,2055,5250,1953,1,331000,451000,1,0
401172,3800,18.5,7,129.5,157.5,52.5,1,2852,5258,1952,1,734000,870000,0,1
401705,3800,15.1,10,151,180,31,2,2506,5411,1964,2,841000,1076000,1,1
401737,3800,16.6,8.9,147.7,200.25,58.7,1,2658,5413,1958,1,919000,1124000,0,1
401952,3800,17.5,10,175,135,55,1,2750,5469,1968,2,680000,833000,1,1
402370,3800,18.6,10.8,200.9,243,92.9,2,2860,5567,1981,2,1133000,1282000,1,1
403008,3525,10.1,9.9,100,178.2,9.9,0,2006,5760,1989,1,793000,917000,0,0
403401,3525,10.2,7.8,79.6,105.3,9.4,0,2019,5851,1997,1,485000,553000,0,0
403419,3525,10.6,7.9,83.7,106.65,7.9,0,2060,5867,2002,1,494000,563000,0,0
403531,3500,16.7,8.1,135.3,109.35,38.1,1,2665,5861,2006,1,546000,610000,1,0
403563,3500,18.2,7.1,129.2,95.85,65.3,1,2819,5865,2006,1,487000,526000,1,0
403705,3500,15.1,6.8,102.7,153,41.5,1,2511,5903,2008,2,694000,766000,1,0
403969,3500,18.1,8.5,153.9,191.25,60.4,1,2805,5953,2017,2,888000,922000,1,0
410037,3528,11.5,5,57.5,112.5,5,0,2152,5005,1924,1,496000,671000,0,1
410467,3528,13.1,5,65.5,67.5,15.5,1,2308,5105,1935,1,322000,461000,1,0
410570,3800,18.6,6.3,117.2,113.4,47.9,2,2861,5107,1936,1,547000,660000,0,1
410588,3800,19.1,5.3,101.2,71.55,53.5,1,2914,5107,1938,1,367000,444000,1,1
410622,3528,11.1,5.2,57.7,70.2,10.9,1,2109,5162,1936,1,327000,459000,1,0
410789,3800,19.1,5.7,108.9,102.6,57.6,1,2911,5151,1939,1,498000,590000,0,1
411138,3800,16.6,5.7,94.6,102.6,26.2,1,2660,5267,1953,1,486000,616000,0,0
411688,3528,14.2,8.5,120.7,191.25,44.2,2,2417,5413,1958,2,862000,1098000,1,1
411740,3800,17.2,9.8,168.6,220.5,70.6,1,2716,5409,1965,1,1017000,1228000,0,1
411957,3800,17.5,8.6,150.5,154.8,73.1,2,2754,5457,1962,1,740000,889000,0,1
412031,3525,11.6,9,104.4,121.5,9,0,2155,5518,1969,1,570000,733000,0,0
412034,3525,11.6,9.1,105.6,163.8,9.1,0,2158,5517,1975,1,740000,934000,0,0
412064,3525,13.2,9.4,124.1,169.2,11.3,1,2317,5516,1971,1,776000,984000,0,1
412113,3800,15.6,8.2,127.9,184.5,54.1,2,2556,5509,1971,1,840000,1027000,0,1
412311,3800,15.5,9.5,147.3,213.75,61.8,2,2550,5564,1971,2,973000,1175000,1,1
412749,3500,17.1,9.3,159,125.55,75.3,1,2705,5667,1981,2,629000,742000,1,0
413087,3525,14.1,8.3,117,149.4,17.4,1,2411,5768,2000,2,691000,809000,1,0
413361,3500,18.2,7.8,142,105.3,48.4,2,2817,5803,2000,1,535000,590000,0,0
413458,3525,12.6,6.6,83.2,118.8,6.6,0,2256,5857,2004,1,542000,619000,0,0
413498,3525,14.6,7.1,103.7,127.8,32.7,2,2458,5856,2001,1,594000,674000,0,0
413560,3500,18.1,8.3,150.2,149.4,75.5,1,2808,5862,2008,1,718000,770000,1,0
413628,3525,11.1,7.7,85.5,103.95,7.7,0,2105,5908,2013,1,484000,547000,1,0
413783,3500,19.1,8.1,154.7,109.35,73.7,1,2905,5918,2005,1,561000,582000,0,0
420076,3528,13.7,5.1,69.9,114.75,24,1,2368,5003,1928,1,515000,689000,0,1
420480,3528,14.1,6.9,97.3,155.25,35.2,2,2407,5101,1930,2,699000,934000,1,1
421090,3528,14.7,6.8,100,122.4,25.2,2,2466,5251,1948,2,570000,756000,1,1
421112,3800,15.6,5.2,81.1,93.6,29.1,1,2556,5258,1949,1,439000,572000,0,0
421419,3528,10.5,9.4,98.7,211.5,9.4,0,2051,5351,1958,1,925000,1186000,0,1
421545,3800,17.2,9.7,166.8,218.25,69.8,2,2718,5360,1958,1,1006000,1224000,0,1
421563,3800,18.2,10.5,191.1,141.75,65.1,1,2816,5363,1963,2,720000,882000,1,1
421712,3800,15.5,9.2,142.6,124.2,32.2,2,2552,5410,1962,2,611000,793000,1,1
421919,3800,15.7,10,157,135,57,1,2568,5467,1968,2,666000,851000,1,1
422008,3525,10.1,8.3,83.8,186.75,9.1,0,2009,5502,1974,2,814000,1000000,1,0
422176,3800,18.5,10.6,196.1,143.1,90.1,2,2852,5512,1971,2,729000,860000,1,1
422195,3800,19.6,9,176.4,121.5,68.4,2,2964,5517,1972,2,627000,713000,1,1
422230,3525,11.6,9.6,111.4,129.6,25,1,2155,5553,1973,1,608000,774000,0,0
422971,3500,18.7,10,187,135,97,1,2866,5717,1989,2,690000,770000,1,0
423298,3525,14.6,6.6,96.4,148.5,17.2,2,2459,5813,1999,2,671000,764000,1,0
423875,3525,13.5,7.5,101.3,135,26.3,2,2353,5955,2009,1,621000,686000,1,0
423914,3500,15.6,8.4,131,151.2,55.4,2,2560,5950,2013,2,710000,773000,1,0
423944,3500,17.2,8.4,144.5,151.2,52.1,2,2718,5962,2017,1,720000,763000,1,0
430020,3528,11.2,7,78.4,157.5,15.4,2,2115,5014,1927,1,693000,932000,0,1
430113,3800,15.5,7,108.5,126,38.5,2,2552,5019,1930,1,591000,775000,0,1
430352,3800,17.6,5.1,89.8,114.75,38.8,2,2756,5065,1926,1,531000,651000,0,1
430373,3800,18.7,5.5,102.9,74.25,53.4,1,2865,5055,1926,1,379000,466000,1,1
430423,3528,11.1,6.7,74.4,150.75,7.4,0,2107,5104,1937,2,663000,897000,1,1
430515,3800,15.5,6.6,102.3,148.5,29.7,1,2551,5113,1938,2,676000,874000,1,1
430595,3800,19.5,6,117,81,57,1,2950,5110,1934,1,418000,499000,1,1
430804,3528,10.1,6.3,63.6,85.05,6.9,0,2008,5203,1945,1,391000,529000,1,0
431188,3800,19,6.8,129.2,122.4,54.4,2,2903,5265,1952,2,593000,701000,1,1
431494,3528,14.7,6.9,101.4,124.2,39.3,1,2468,5356,1952,2,578000,753000,1,1
431578,3800,18.5,6.7,124,90.45,43.6,1,2851,5351,1953,1,461000,560000,1,1
432001,3525,10,10.2,102,183.6,10.2,2,2001,5513,1968,2,816000,1009000,1,1
432123,3800,16.1,9.6,154.6,129.6,68.2,2,2611,5507,1974,2,642000,806000,1,0
432182,3800,19.2,10.6,203.5,238.5,86.9,1,2918,5503,1968,2,1117000,1259000,1,1
432579,3800,18.6,9.1,169.3,204.75,87.4,1,2857,5612,1979,2,954000,1071000,1,1
433036,3525,11.6,8.4,97.4,189,21.8,2,2160,5767,1999,2,834000,967000,1,0
433194,3500,19.5,7.9,154.1,106.65,83,2,2950,5761,1998,1,550000,591000,0,0
433502,3500,15.1,7.7,116.3,138.6,23.9,2,2506,5852,2002,1,647000,733000,0,0
433741,3500,17.2,7.3,125.6,131.4,59.9,1,2717,5902,2004,2,626000,676000,1,0
433765,3500,18.1,7.7,139.4,173.25,62.4,1,2814,5915,2007,2,805000,843000,1,0
440060,3528,13.1,6,78.6,135,12.6,1,2306,5001,1929,1,603000,815000,0,1
440062,3528,13.1,6,78.6,81,12.6,1,2308,5018,1926,1,387000,549000,1,1
440240,3528,12,6.3,75.6,113.4,6.3,0,2204,5052,1927,1,514000,720000,0,1
440462,3528,13.1,5.4,70.7,97.2,22.1,1,2314,5100,1937,1,445000,618000,0,1
440667,3528,13.1,6.5,85.2,146.25,20.2,1,2307,5161,1943,1,653000,888000,0,1
440701,3800,15.1,6,90.6,108,30.6,2,2508,5152,1937,1,504000,670000,0,1
440725,3800,16.1,7,112.7,94.5,35.7,1,2606,5150,1940,1,468000,623000,0,1
441015,3528,10.5,6.8,71.4,91.8,6.8,0,2051,5261,1954,1,424000,575000,0,0
441016,3528,10.6,5,53,112.5,5,0,2059,5263,1944,1,492000,644000,0,0
441458,3528,12.6,6,75.6,81,21.6,1,2256,5356,1952,1,384000,523000,1,0
441461,3528,13,6.2,80.6,139.5,24.8,1,2303,5368,1953,2,622000,809000,1,1
441519,3800,15.6,9.7,151.3,130.95,44.6,2,2561,5368,1957,1,645000,844000,0,1
441745,3800,17,10.3,175.1,231.75,82.4,1,2701,5413,1962,2,1067000,1292000,1,1
441883,3528,14,8.1,113.4,145.8,16.2,2,2403,5460,1964,2,674000,863000,1,1
441976,3800,18.6,9.5,176.7,128.25,81.7,1,2858,5465,1970,1,654000,778000,0,1
442163,3800,18.1,9.6,173.8,172.8,68.2,2,2805,5511,1969,2,830000,975000,1,1
442815,3525,10.7,7.1,76,95.85,7.1,0,2069,5711,1992,1,444000,533000,0,0
442909,3500,15.2,9.7,147.4,130.95,60.1,2,2515,5716,1988,1,642000,770000,0,0
443282,3525,14.1,6.7,94.5,120.6,20.8,2,2411,5800,1996,2,558000,647000,1,0
443351,3500,17.7,8.1,143.4,109.35,54.3,2,2766,5808,1999,1,552000,615000,0,0
443672,3525,13.5,8.5,114.8,191.25,12.8,1,2354,5905,2004,1,857000,954000,0,0
443826,3525,11.2,7,78.4,126,15.4,1,2119,5951,2014,2,567000,625000,1,0
443881,3525,14.1,6.5,91.7,146.25,13.7,2,2412,5958,2011,1,658000,719000,1,0
450012,3528,10.6,7,74.2,126,7,0,2056,5013,1926,2,563000,757000,1,1
450118,3800,15.7,5.1,80.1,91.8,18.9,1,2568,5008,1930,1,431000,563000,0,1
450585,3800,19.1,6.6,126.1,89.1,46.9,1,2906,5100,1937,1,457000,555000,1,1
450656,3528,12.6,6.4,80.6,115.2,6.4,0,2256,5162,1943,1,525000,732000,0,1
450989,3800,19.1,6.7,128,90.45,61,1,2908,5214,1945,1,464000,561000,1,1
451053,3528,12.5,5.1,63.8,114.75,17.9,1,2251,5253,1943,1,510000,684000,0,1
451160,3800,18.2,5.9,107.4,79.65,36.6,1,2818,5255,1950,1,405000,502000,1,0
451349,3800,17.1,8,136.8,144,48.8,1,2705,5315,1955,1,685000,854000,0,1
452130,3800,16.7,9.2,153.6,207,70.8,2,2665,5505,1972,1,951000,1141000,0,1
452362,3800,18.1,10.9,197.3,245.25,99.2,2,2814,5562,1974,1,1139000,1305000,0,1
452471,3525,13.5,8.4,113.4,113.4,37.8,2,2352,5616,1977,1,544000,683000,0,0
452495,3525,14.6,10.2,148.9,183.6,46.9,1,2457,5607,1980,1,854000,1045000,0,1
452645,3525,12,10.1,121.2,136.35,30.3,1,2202,5661,1987,2,642000,793000,1,0
452950,3500,17.6,7.8,137.3,140.4,67.1,2,2757,5714,1992,2,671000,760000,1,0
453065,3525,13.1,7,91.7,94.5,14.7,1,2314,5756,1992,1,451000,541000,0,0
453113,3500,15.6,7,109.2,94.5,46.2,1,2559,5763,1996,1,465000,547000,0,0
453130,3500,16.7,7.2,120.2,162,41,2,2669,5768,1995,2,744000,836000,1,0
453224,3525,11,7.9,86.9,106.65,15.8,2,2101,5818,2000,1,496000,577000,0,0
453290,3525,14.6,8.1,118.3,109.35,37.3,2,2463,5807,1993,1,532000,623000,0,0
453897,3525,14.6,6.7,97.8,150.75,30.8,1,2463,5965,2008,1,681000,740000,1,0
460363,3800,18.1,6,108.6,135,48.6,1,2813,5057,1925,2,627000,756000,1,1
460367,3800,18.2,6.1,111,137.25,43.9,2,2818,5056,1926,1,638000,768000,0,1
460390,3800,19.7,6.7,132,150.75,58.3,1,2968,5053,1931,1,709000,815000,0,1
460487,3528,14.1,6.4,90.2,115.2,13.4,1,2409,5119,1934,1,533000,725000,0,1
460741,3800,17.2,5.8,99.8,78.3,36,1,2715,5164,1936,1,393000,507000,1,1
460879,3528,13.7,6.3,86.3,85.05,17,1,2367,5206,1949,1,409000,572000,1,0
460951,3800,17.7,6.9,122.1,93.15,53.1,1,2767,5200,1939,1,470000,595000,0,1
461277,3528,13.5,6.2,83.7,111.6,21.7,2,2353,5313,1953,1,513000,685000,0,0
461286,3528,14.2,5.5,78.1,74.25,23.1,1,2416,5312,1950,1,359000,489000,1,0
461387,3800,19.1,8.6,164.3,154.8,86.9,1,2913,5307,1955,2,751000,881000,1,1
461396,3800,19.5,8.8,171.6,118.8,92.4,1,2951,5309,1955,1,612000,723000,0,1
461690,3528,14.7,8.4,123.5,189,31.1,2,2466,5404,1963,2,855000,1085000,1,1
461719,3800,15.5,10,155,225,65,1,2554,5402,1967,2,1024000,1281000,1,1
461863,3528,13.1,10.4,136.2,187.2,11.4,2,2312,5457,1962,2,858000,1106000,1,1
462017,3525,10.5,8.2,86.1,147.6,12.3,2,2052,5519,1973,2,659000,821000,1,0
462540,3800,17.1,10,171,225,61,1,2710,5613,1976,2,1037000,1203000,1,1
462558,3800,17.6,9.9,174.2,133.65,65.3,1,2764,5613,1984,2,674000,795000,1,0
462621,3525,11.1,9.1,101,122.85,9.1,0,2113,5654,1985,2,572000,703000,1,0
462656,3525,12.5,8.5,106.3,153,12.8,1,2252,5660,1980,1,697000,847000,0,0
462793,3500,19.7,8.3,163.5,112.05,80.5,2,2967,5651,1986,1,579000,638000,0,0
463024,3525,11,7.1,78.1,127.8,7.1,0,2104,5767,1995,2,574000,669000,1,0
463042,3525,12.2,8.3,101.3,186.75,8.3,0,2216,5757,1991,1,828000,966000,0,0
463232,3525,11.6,8.4,97.4,189,21.8,1,2160,5816,1997,1,834000,953000,0,0
463279,3525,13.5,7.3,98.6,164.25,11,2,2353,5810,1995,2,736000,844000,1,0
463305,3500,15.2,6.8,103.4,122.4,21.8,1,2516,5811,1994,1,572000,655000,0,0
463385,3500,19,7.3,138.7,164.25,51.1,1,2902,5803,1998,2,768000,814000,1,0
463387,3500,19.1,8.2,156.6,110.7,66.4,2,2909,5819,1994,1,568000,608000,0,0
463514,3500,15.6,6.7,104.5,150.75,44.2,1,2558,5851,2001,2,687000,765000,1,0
463731,3500,16.6,6.5,107.9,146.25,36.4,1,2664,5908,2012,2,671000,725000,1,0
470152,3800,17.7,6,106.2,135,40.2,2,2766,5002,1928,1,625000,762000,0,1
470335,3800,16.5,6.2,102.3,139.5,27.9,2,2652,5061,1933,1,640000,806000,0,1
470490,3528,14.6,5.7,83.2,76.95,20.5,1,2456,5114,1938,1,374000,518000,1,1
470526,3800,16.1,5,80.5,112.5,35.5,1,2611,5102,1939,1,514000,655000,0,1
470587,3800,19.1,5.8,110.8,104.4,58.6,2,2909,5118,1933,1,506000,601000,0,1
470733,3800,16.5,5.2,85.8,70.2,39,1,2651,5154,1935,1,349000,459000,1,1
470843,3528,12.1,6,72.6,108,6,0,2209,5209,1940,1,490000,676000,0,1
470869,3528,13.1,6,78.6,135,24.6,1,2313,5205,1940,1,603000,813000,0,1
471475,3528,13.5,8.8,118.8,118.8,22,1,2351,5357,1956,1,570000,773000,0,1
471524,3800,16.1,8.6,138.5,116.1,61.1,2,2606,5353,1961,1,575000,747000,0,1
471710,3800,15.7,10.3,161.7,139.05,58.7,1,2566,5405,1958,2,686000,889000,1,1
471808,3528,10.1,10,101,135,10,2,2012,5457,1963,1,621000,795000,0,0
472590,3800,19.7,10,197,135,97,1,2967,5616,1980,2,698000,776000,1,1
472894,3525,14.6,8.5,124.1,114.75,39.1,2,2458,5705,1985,1,558000,676000,0,0
472965,3500,18,6.6,118.8,89.1,39.6,1,2802,5714,1993,1,451000,513000,1,0
473011,3525,10.5,8.2,86.1,110.7,12.3,1,2052,5765,1990,1,512000,603000,0,0
473215,3525,10.6,8.1,85.9,182.25,8.1,0,2064,5805,1997,2,798000,909000,1,0
473436,3525,11.6,7.5,87,135,7.5,0,2164,5862,2007,1,610000,693000,1,0
473504,3500,15.1,8.5,128.4,191.25,26.4,1,2509,5864,2003,1,868000,969000,0,0
473679,3525,13.7,7.8,106.9,140.4,21.1,2,2366,5915,2013,1,647000,724000,1,0
473812,3525,10.7,6.8,72.8,91.8,6.8,0,2067,5968,2017,1,425000,469000,1,0
473869,3525,13.1,8.2,107.4,147.6,9,0,2313,5961,2016,2,676000,746000,1,0
473932,3500,16.6,8.1,134.5,182.25,53.5,1,2662,5950,2016,2,837000,892000,1,0
480138,3800,16.5,5.7,94.1,76.95,42.8,1,2650,5001,1925,1,383000,502000,1,1
480271,3528,13.6,6.7,91.1,120.6,30.8,1,2359,5052,1931,1,555000,762000,0,1
480417,3528,10.7,6.8,72.8,91.8,6.8,0,2068,5113,1932,1,425000,592000,0,1
481039,3528,11.7,6.6,77.2,118.8,11.2,2,2167,5267,1949,1,537000,727000,0,0
481106,3800,15.1,6.7,101.2,150.75,27.5,2,2509,5253,1952,2,684000,884000,1,1
481128,3800,16,6.6,105.6,148.5,46.2,2,2600,5260,1946,1,678000,859000,0,1
481424,3528,11.1,5.5,61.1,74.25,6.1,0,2108,5368,1953,1,346000,463000,1,0
481464,3528,13,6.6,85.8,89.1,19.8,1,2304,5350,1952,1,425000,579000,1,0
481477,3528,13.5,6,81,81,21,1,2353,5362,1954,1,389000,526000,1,0
481491,3528,14.6,10,146,135,26,1,2458,5362,1957,2,657000,877000,1,1
481502,3800,15.1,10.3,155.5,231.75,42.2,1,2505,5351,1962,1,1051000,1340000,0,1
481623,3528,11.2,10.4,116.5,187.2,10.4,1,2117,5410,1957,1,842000,1090000,0,1
481669,3528,13.1,10.4,136.2,234,11.4,1,2313,5411,1961,2,1045000,1343000,1,1
481678,3528,13.5,10.2,137.7,137.7,15.3,2,2350,5401,1964,2,661000,885000,1,1
482043,3525,12.1,8.4,101.6,113.4,17.6,2,2211,5516,1974,1,535000,692000,0,0
482253,3525,12.6,8.8,110.9,198,22.9,1,2259,5553,1971,2,881000,1090000,1,1
482586,3800,19,8.5,161.5,114.75,85,1,2903,5602,1975,1,588000,670000,0,0
482682,3525,14,8.2,114.8,147.6,24.6,2,2403,5659,1984,1,682000,826000,0,0
482702,3500,15.1,9.7,146.5,174.6,49.5,1,2511,5666,1983,1,816000,976000,0,0
482785,3500,19,10.7,203.3,144.45,85.6,2,2903,5659,1988,2,740000,831000,1,0
482992,3500,19.7,10.7,210.8,144.45,114.5,1,2969,5707,1985,2,746000,810000,1,1
483028,3525,11.1,6.8,75.5,91.8,6.8,0,2113,5761,1998,1,428000,508000,0,0
483552,3500,17.6,7.6,133.8,136.8,57.8,1,2762,5861,2002,1,654000,709000,0,0
483691,3525,14.5,8.1,117.5,145.8,20.3,1,2451,5919,2011,2,677000,753000,1,0
483889,3525,14.2,7.4,105.1,99.9,23.7,1,2417,5964,2010,1,484000,537000,1,0
483959,3500,17.5,6.6,115.5,148.5,42.9,1,2752,5969,2008,2,686000,717000,1,0
490022,3528,11.1,5.2,57.7,117,10.9,1,2105,5014,1922,1,514000,690000,0,1
490225,3528,11,5.7,62.7,76.95,11.4,1,2104,5052,1926,1,358000,503000,1,1
490451,3528,12.6,6.9,86.9,155.25,11,1,2264,5103,1935,1,691000,950000,0,1
490529,3800,16.1,6.6,106.3,118.8,33.7,2,2606,5110,1938,1,560000,727000,0,1
490600,3528,10.1,5,50.5,112.5,5,0,2012,5166,1939,1,490000,642000,0,1
490772,3800,18.7,5.8,108.5,104.4,56.3,1,2866,5151,1938,1,504000,607000,0,1
490983,3800,19.1,7,133.7,126,56.7,2,2913,5217,1946,2,611000,722000,1,1
491170,3800,18.6,5.8,107.9,104.4,38.3,1,2859,5250,1952,1,504000,605000,0,1
491519,3800,15.5,8.4,130.2,113.4,54.6,1,2550,5356,1956,1,558000,733000,0,1
492097,3525,14.6,9.5,138.7,128.25,34.2,2,2456,5511,1970,1,624000,802000,0,0
492435,3525,11.7,8,93.6,180,8,0,2165,5614,1980,1,795000,964000,0,0
492533,3500,16.5,9.4,155.1,169.2,42.3,2,2653,5616,1979,1,801000,950000,0,1
492535,3800,16.5,9.7,160.1,174.6,53.4,2,2650,5604,1984,2,826000,985000,1,0
492728,3500,16,10.6,169.6,190.8,63.6,1,2602,5657,1981,2,899000,1065000,1,1
492779,3500,18.5,8.6,159.1,116.1,55.9,1,2854,5650,1980,1,592000,675000,0,0
492884,3525,14.1,7.1,100.1,159.75,36.2,1,2409,5704,1992,1,719000,849000,0,0
492991,3500,19.6,7.4,145,166.5,78.4,1,2955,5714,1992,1,782000,836000,0,0
493143,3500,17,7.1,120.7,127.8,49.7,2,2701,5769,1994,2,608000,685000,1,0
493441,3525,12.1,6.8,82.3,122.4,14.3,2,2210,5867,2002,1,555000,632000,0,0
493520,3500,16.1,6.6,106.3,89.1,46.9,1,2610,5850,2006,1,441000,500000,1,0
493744,3500,17.2,8.1,139.3,145.8,58.3,2,2715,5916,2005,2,695000,747000,1,0
